Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Marshall Islands,MHL,75
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Mauritania,MRT,70
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Mauritius,MUS,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Mexico,MEX,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,"Micronesia, Fed. Sts.",FSM,74
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Moldova,MDA,89
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Monaco,MCO,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Mongolia,MNG,98
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Montenegro,MNE,64
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Morocco,MAR,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Mozambique,MOZ,85
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Myanmar,MMR,84
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Namibia,NAM,85
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Nauru,NRU,98
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Nepal,NPL,85
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Netherlands,NLD,95
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,New Caledonia,NCL,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,New Zealand,NZL,93
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Nicaragua,NIC,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Niger,NER,73
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Nigeria,NGA,51
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Northern Mariana Islands,MNP,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Norway,NOR,95
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Oman,OMN,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Pakistan,PAK,61
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Palau,PLW,95
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Panama,PAN,90
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Papua New Guinea,PNG,79
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Paraguay,PRY,83
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Peru,PER,92
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Philippines,PHL,82
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Poland,POL,96
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Portugal,PRT,98
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Puerto Rico,PRI,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Qatar,QAT,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Romania,ROU,86
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Russian Federation,RUS,98
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Rwanda,RWA,96
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Samoa,WSM,69
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,San Marino,SMR,53
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sao Tome and Principe,STP,93
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Saudi Arabia,SAU,98
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Senegal,SEN,80
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Serbia,SRB,86
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Seychelles,SYC,98
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sierra Leone,SLE,76
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Singapore,SGP,95
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sint Maarten (Dutch part),SXM,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Slovak Republic,SVK,95
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Slovenia,SVN,94
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Solomon Islands,SLB,92
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Somalia,SOM,46
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,South Africa,ZAF,76
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,South Sudan,SSD,20
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Spain,ESP,96
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sri Lanka,LKA,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,St. Kitts and Nevis,KNA,95
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,St. Lucia,LCA,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,St. Martin (French part),MAF,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,St. Vincent and the Grenadines,VCT,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sudan,SDN,87
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Suriname,SUR,94
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Swaziland,SWZ,89
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sweden,SWE,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Switzerland,CHE,94
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Syrian Arab Republic,SYR,53
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Tajikistan,TJK,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Tanzania,TZA,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Thailand,THA,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Timor-Leste,TLS,70
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Togo,TGO,85
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Tonga,TON,85
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Trinidad and Tobago,TTO,89
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Tunisia,TUN,98
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Turkey,TUR,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Turkmenistan,TKM,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Turks and Caicos Islands,TCA,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Tuvalu,TUV,94
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Uganda,UGA,82
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Ukraine,UKR,56
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,United Arab Emirates,ARE,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,United Kingdom,GBR,95
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,United States,USA,92
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Uruguay,URY,96
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Uzbekistan,UZB,99
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Vanuatu,VUT,53
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,"Venezuela, RB",VEN,92
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Vietnam,VNM,97
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Virgin Islands (U.S.),VIR,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,West Bank and Gaza,PSE,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,"Yemen, Rep.",YEM,67
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Zambia,ZMB,90
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Zimbabwe,ZWE,86
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Arab World,ARB,82.4431706208118
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Caribbean small states,CSS,93.2162201660562
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Central Europe and the Baltics,CEB,94.1008469749027
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Early-demographic dividend,EAR,84.139033533907
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,East Asia & Pacific,EAS,92.6821101917172
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,East Asia & Pacific (excluding high income),EAP,92.4522914115751
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,East Asia & Pacific (IDA & IBRD countries),TEA,92.3867951793662
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Euro area,EMU,93.2133622291747
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Europe & Central Asia,ECS,93.9936662654679
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Europe & Central Asia (excluding high income),ECA,93.9558713239591
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Europe & Central Asia (IDA & IBRD countries),TEC,94.0684431667737
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,European Union,EUU,93.6938238139884
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Fragile and conflict affected situations,FCS,72.1565615374068
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Heavily indebted poor countries (HIPC),HPC,78.0478115968887
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,High income,HIC,93.9759927358094
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,IBRD only,IBD,90.0404003733024
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,IDA & IBRD total,IBT,83.7694010991151
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,IDA blend,IDB,62.1918664303277
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,IDA only,IDX,78.734720710755
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,IDA total,IDA,73.1858666938417
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Late-demographic dividend,LTE,97.9073723238768
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Latin America & Caribbean,LCN,92.6597375261026
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Latin America & Caribbean (excluding high income),LAC,92.5720416293483
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Latin America & the Caribbean (IDA & IBRD countries),TLA,92.5807093057627
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Least developed countries: UN classification,LDC,77.6986344546045
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Low & middle income,LMY,83.7593432929414
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Low income,LIC,76.1960834377795
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Lower middle income,LMC,79.6247508035812
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Middle East & North Africa,MEA,86.5968447486384
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Middle East & North Africa (excluding high income),MNA,85.239791324736
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Middle East & North Africa (IDA & IBRD countries),TMN,85.239791324736
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Middle income,MIC,85.337304984232
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,North America,NAC,91.8207376503517
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Not classified,INX,..
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,OECD members,OED,94.4826154706647
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Other small states,OSS,84.0176302418937
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Pacific island small states,PSS,84.0325080006737
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Post-demographic dividend,PST,92.0144879485451
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Pre-demographic dividend,PRE,69.815970268722
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Small states,SST,85.2203283039222
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,South Asia,SAS,83.0943471481284
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,South Asia (IDA & IBRD),TSA,83.0943471481284
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sub-Saharan Africa,SSF,71.8535431508752
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sub-Saharan Africa (excluding high income),SSA,71.8523112979436
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Sub-Saharan Africa (IDA & IBRD countries),TSS,71.8535431508752
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Upper middle income,UMC,95.1622782752558
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,World,WLD,84.7045876811396
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 05/02/2018,,,,
