Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Comoros,COM,28.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Congo, Dem. Rep.",COD,33.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Congo, Rep.",COG,26.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Costa Rica,CRI,14.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Cote d'Ivoire,CIV,24
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Croatia,HRV,9.2
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Cuba,CUB,7.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Curacao,CUW,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Cyprus,CYP,6.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Czech Republic,CZE,6.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Denmark,DNK,3.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Djibouti,DJI,24.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Dominica,DMA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Dominican Republic,DOM,27.8
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Ecuador,ECU,20.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Egypt, Arab Rep.",EGY,13.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,El Salvador,SLV,19
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Equatorial Guinea,GNQ,20.8
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Eritrea,ERI,24.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Estonia,EST,6.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Ethiopia,ETH,27.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Faroe Islands,FRO,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Fiji,FJI,5.8
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Finland,FIN,4.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,France,FRA,5.1
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,French Polynesia,PYF,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Gabon,GAB,22.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Gambia, The",GMB,30.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Georgia,GEO,11.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Germany,DEU,4.2
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Ghana,GHA,26.1
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Gibraltar,GIB,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Greece,GRC,8.1
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Greenland,GRL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Grenada,GRD,6.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Guam,GUM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Guatemala,GTM,19.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Guinea,GIN,28.1
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Guinea-Bissau,GNB,26.8
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Guyana,GUY,15.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Haiti,HTI,15.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Honduras,HND,16.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Hong Kong SAR, China",HKG,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Hungary,HUN,7.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Iceland,ISL,3.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,India,IND,21.2
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Indonesia,IDN,15.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Iran, Islamic Rep.",IRN,28
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Iraq,IRQ,17.8
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Ireland,IRL,4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Isle of Man,IMN,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Israel,ISR,3.2
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Italy,ITA,5.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Jamaica,JAM,10
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Japan,JPN,4.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Jordan,JOR,23.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Kazakhstan,KAZ,23.2
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Kenya,KEN,30.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Kiribati,KIR,2.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Korea, Dem. People’s Rep.",PRK,20.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Korea, Rep.",KOR,12
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Kosovo,XKX,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Kuwait,KWT,17.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Kyrgyz Republic,KGZ,20.1
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Lao PDR,LAO,15
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Latvia,LVA,9.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Lebanon,LBN,19.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Lesotho,LSO,26.1
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Liberia,LBR,35.1
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Libya,LBY,25.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Liechtenstein,LIE,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Lithuania,LTU,13
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Luxembourg,LUX,7.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Macao SAR, China",MAC,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Macedonia, FYR",MKD,8.1
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Madagascar,MDG,31.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Malawi,MWI,34.2
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Malaysia,MYS,22.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Maldives,MDV,3.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Mali,MLI,25.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Malta,MLT,5.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Marshall Islands,MHL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Mauritania,MRT,24.2
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Mauritius,MUS,12.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Mexico,MEX,11.8
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Micronesia, Fed. Sts.",FSM,2
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Moldova,MDA,10.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Monaco,MCO,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Mongolia,MNG,20.8
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Montenegro,MNE,10.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Morocco,MAR,18.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Mozambique,MOZ,33.1
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Myanmar,MMR,19.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Namibia,NAM,23.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Nauru,NRU,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Nepal,NPL,17.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Netherlands,NLD,3.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,New Caledonia,NCL,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,New Zealand,NZL,6.1
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Nicaragua,NIC,14.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Niger,NER,28.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Nigeria,NGA,20.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Northern Mariana Islands,MNP,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Norway,NOR,3.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Oman,OMN,25
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Pakistan,PAK,14.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Palau,PLW,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Panama,PAN,10.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Papua New Guinea,PNG,16.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Paraguay,PRY,23.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Peru,PER,13.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Philippines,PHL,10.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Poland,POL,9.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Portugal,PRT,7.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Puerto Rico,PRI,8.2
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Qatar,QAT,12.8
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Romania,ROU,8.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Russian Federation,RUS,17.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Rwanda,RWA,32.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Samoa,WSM,15.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,San Marino,SMR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Sao Tome and Principe,STP,33.1
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Saudi Arabia,SAU,27.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Senegal,SEN,28
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Serbia,SRB,7.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Seychelles,SYC,7.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Sierra Leone,SLE,28.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Singapore,SGP,3.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Sint Maarten (Dutch part),SXM,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Slovak Republic,SVK,8.2
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Slovenia,SVN,6.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Solomon Islands,SLB,18.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Somalia,SOM,26.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,South Africa,ZAF,21.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,South Sudan,SSD,29.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Spain,ESP,3.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Sri Lanka,LKA,17.2
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,St. Kitts and Nevis,KNA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,St. Lucia,LCA,18.8
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,St. Martin (French part),MAF,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,St. Vincent and the Grenadines,VCT,14.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Sudan,SDN,24.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Suriname,SUR,18.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Swaziland,SWZ,24.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Sweden,SWE,2.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Switzerland,CHE,3.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Syrian Arab Republic,SYR,19.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Tajikistan,TJK,17.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Tanzania,TZA,33.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Thailand,THA,31.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Timor-Leste,TLS,17.6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Togo,TGO,31.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Tonga,TON,6
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Trinidad and Tobago,TTO,13.5
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Tunisia,TUN,23
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Turkey,TUR,8.8
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Turkmenistan,TKM,17.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Turks and Caicos Islands,TCA,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Tuvalu,TUV,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Uganda,UGA,27.3
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Ukraine,UKR,9.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,United Arab Emirates,ARE,9.8
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,United Kingdom,GBR,2.9
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,United States,USA,10.8
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Uruguay,URY,17.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Uzbekistan,UZB,10.2
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Vanuatu,VUT,15.2
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Venezuela, RB",VEN,41.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Vietnam,VNM,24
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Virgin Islands (U.S.),VIR,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,West Bank and Gaza,PSE,5.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,"Yemen, Rep.",YEM,22.8
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Zambia,ZMB,24.7
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Zimbabwe,ZWE,45.4
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Arab World,ARB,19.7845533204005
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Caribbean small states,CSS,12.6386032606438
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Central Europe and the Baltics,CEB,8.64385053960743
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Early-demographic dividend,EAR,18.9904050045957
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,East Asia & Pacific,EAS,17.8609819871661
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,East Asia & Pacific (excluding high income),EAP,19.1238423745158
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,East Asia & Pacific (IDA & IBRD countries),TEA,19.1040769986317
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Euro area,EMU,5.09100552180545
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Europe & Central Asia,ECS,8.86582063197936
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Europe & Central Asia (excluding high income),ECA,13.3444709918864
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Europe & Central Asia (IDA & IBRD countries),TEC,13.0123578074012
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,European Union,EUU,5.36419199472512
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Fragile and conflict affected situations,FCS,25.3136184763095
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Heavily indebted poor countries (HIPC),HPC,27.8652062430613
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,High income,HIC,7.96958256004508
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,IBRD only,IBD,19.3338017801458
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,IDA & IBRD total,IBT,20.1561816665608
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,IDA blend,IDB,19.564002682493
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,IDA only,IDX,24.1728522338695
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,IDA total,IDA,22.6460016873556
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Late-demographic dividend,LTE,19.5574213496312
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Latin America & Caribbean,LCN,18.7876646288794
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Latin America & Caribbean (excluding high income),LAC,19.092377345596
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Latin America & the Caribbean (IDA & IBRD countries),TLA,19.0671028080266
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Least developed countries: UN classification,LDC,24.4445306996877
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Low & middle income,LMY,20.2186615487654
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Low income,LIC,28.4561572981195
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Lower middle income,LMC,19.1329441077972
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Middle East & North Africa,MEA,20.2425039195339
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Middle East & North Africa (excluding high income),MNA,20.357560450257
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Middle East & North Africa (IDA & IBRD countries),TMN,20.5397629904074
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Middle income,MIC,19.2626469132142
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,North America,NAC,10.2977630099965
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Not classified,INX,..
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,OECD members,OED,7.73526008922174
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Other small states,OSS,18.9071300240092
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Pacific island small states,PSS,10.6436731076505
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Post-demographic dividend,PST,7.26400915790333
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Pre-demographic dividend,PRE,26.4184703056829
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Small states,SST,17.2774499219534
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,South Asia,SAS,19.4391774157745
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,South Asia (IDA & IBRD),TSA,19.4391774157745
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Sub-Saharan Africa,SSF,27.2365699467198
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,Sub-Saharan Africa (excluding high income),SSA,27.2383660104731
