Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Gibraltar,GIB,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Greece,GRC,3
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Greenland,GRL,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Grenada,GRD,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Guam,GUM,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Guatemala,GTM,9
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Guinea,GIN,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Guinea-Bissau,GNB,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Guyana,GUY,3
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Haiti,HTI,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Honduras,HND,9
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,"Hong Kong SAR, China",HKG,8
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Hungary,HUN,10
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Iceland,ISL,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,India,IND,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Indonesia,IDN,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,"Iran, Islamic Rep.",IRN,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Iraq,IRQ,0
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Ireland,IRL,7
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Isle of Man,IMN,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Israel,ISR,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Italy,ITA,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Jamaica,JAM,9
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Japan,JPN,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Jordan,JOR,0
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Kazakhstan,KAZ,4
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Kenya,KEN,7
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Kiribati,KIR,4
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,"Korea, Dem. People’s Rep.",PRK,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,"Korea, Rep.",KOR,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Kosovo,XKX,9
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Kuwait,KWT,1
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Kyrgyz Republic,KGZ,8
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Lao PDR,LAO,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Latvia,LVA,9
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Lebanon,LBN,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Lesotho,LSO,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Liberia,LBR,9
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Libya,LBY,0
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Liechtenstein,LIE,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Lithuania,LTU,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Luxembourg,LUX,3
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,"Macao SAR, China",MAC,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,"Macedonia, FYR",MKD,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Madagascar,MDG,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Malawi,MWI,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Malaysia,MYS,7
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Maldives,MDV,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Mali,MLI,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Malta,MLT,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Marshall Islands,MHL,10
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Mauritania,MRT,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Mauritius,MUS,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Mexico,MEX,10
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,"Micronesia, Fed. Sts.",FSM,10
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Moldova,MDA,8
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Monaco,MCO,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Mongolia,MNG,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Montenegro,MNE,12
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Morocco,MAR,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Mozambique,MOZ,1
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Myanmar,MMR,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Namibia,NAM,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Nauru,NRU,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Nepal,NPL,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Netherlands,NLD,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,New Caledonia,NCL,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,New Zealand,NZL,12
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Nicaragua,NIC,1
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Niger,NER,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Nigeria,NGA,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Northern Mariana Islands,MNP,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Norway,NOR,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Oman,OMN,1
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Pakistan,PAK,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Palau,PLW,10
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Panama,PAN,7
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Papua New Guinea,PNG,3
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Paraguay,PRY,1
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Peru,PER,8
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Philippines,PHL,1
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Poland,POL,7
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Portugal,PRT,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Puerto Rico,PRI,11
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Qatar,QAT,1
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Romania,ROU,9
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Russian Federation,RUS,7
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Rwanda,RWA,10
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Samoa,WSM,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,San Marino,SMR,1
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sao Tome and Principe,STP,0
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Saudi Arabia,SAU,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Senegal,SEN,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Serbia,SRB,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Seychelles,SYC,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sierra Leone,SLE,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Singapore,SGP,8
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sint Maarten (Dutch part),SXM,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Slovak Republic,SVK,7
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Slovenia,SVN,3
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Solomon Islands,SLB,10
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Somalia,SOM,0
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,South Africa,ZAF,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,South Sudan,SSD,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Spain,ESP,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sri Lanka,LKA,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,St. Kitts and Nevis,KNA,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,St. Lucia,LCA,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,St. Martin (French part),MAF,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,St. Vincent and the Grenadines,VCT,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sudan,SDN,3
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Suriname,SUR,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Swaziland,SWZ,4
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sweden,SWE,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Switzerland,CHE,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Syrian Arab Republic,SYR,1
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Tajikistan,TJK,1
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Tanzania,TZA,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Thailand,THA,3
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Timor-Leste,TLS,0
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Togo,TGO,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Tonga,TON,10
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Trinidad and Tobago,TTO,7
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Tunisia,TUN,3
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Turkey,TUR,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Turkmenistan,TKM,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Turks and Caicos Islands,TCA,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Tuvalu,TUV,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Uganda,UGA,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Ukraine,UKR,8
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,United Arab Emirates,ARE,2
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,United Kingdom,GBR,7
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,United States,USA,11
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Uruguay,URY,4
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Uzbekistan,UZB,6
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Vanuatu,VUT,10
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,"Venezuela, RB",VEN,1
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Vietnam,VNM,7
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Virgin Islands (U.S.),VIR,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,West Bank and Gaza,PSE,0
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,"Yemen, Rep.",YEM,0
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Zambia,ZMB,7
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Zimbabwe,ZWE,5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Arab World,ARB,1.45454545454545
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Caribbean small states,CSS,5.38461538461539
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Central Europe and the Baltics,CEB,7.18181818181818
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Early-demographic dividend,EAR,4.22950819672131
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,East Asia & Pacific,EAS,6.3448275862069
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,East Asia & Pacific (excluding high income),EAP,5.85
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,East Asia & Pacific (IDA & IBRD countries),TEA,6.04761904761905
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Euro area,EMU,4.73684210526316
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Europe & Central Asia,ECS,5.71428571428571
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Europe & Central Asia (excluding high income),ECA,6.19047619047619
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Europe & Central Asia (IDA & IBRD countries),TEC,6.22727272727273
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,European Union,EUU,5.64285714285714
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Fragile and conflict affected situations,FCS,4.22857142857143
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Heavily indebted poor countries (HIPC),HPC,4.74358974358974
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,High income,HIC,5.42857142857143
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IBRD only,IBD,4.80597014925373
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IDA & IBRD total,IBT,4.92198581560284
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IDA blend,IDB,4.875
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IDA only,IDX,5.06896551724138
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IDA total,IDA,5.02702702702703
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Late-demographic dividend,LTE,5.52083333333333
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Latin America & Caribbean,LCN,5.3030303030303
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Latin America & Caribbean (excluding high income),LAC,5.04
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Latin America & the Caribbean (IDA & IBRD countries),TLA,5.03333333333333
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Least developed countries: UN classification,LDC,4.6304347826087
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Low & middle income,LMY,4.85074626865672
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Low income,LIC,4.93333333333333
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Lower middle income,LMC,4.60377358490566
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Middle East & North Africa,MEA,1.47619047619048
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Middle East & North Africa (excluding high income),MNA,1.15384615384615
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Middle East & North Africa (IDA & IBRD countries),TMN,1.25
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Middle income,MIC,4.82692307692308
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,North America,NAC,10
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Not classified,INX,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,OECD members,OED,6.02857142857143
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Other small states,OSS,4
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Pacific island small states,PSS,8.22222222222222
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Post-demographic dividend,PST,5.94444444444444
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Pre-demographic dividend,PRE,4.64864864864865
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Small states,SST,5.16666666666667
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,South Asia,SAS,4.5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,South Asia (IDA & IBRD),TSA,4.5
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sub-Saharan Africa,SSF,4.75
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sub-Saharan Africa (excluding high income),SSA,4.80851063829787
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sub-Saharan Africa (IDA & IBRD countries),TSS,4.75
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Upper middle income,UMC,5.05882352941176
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,World,WLD,5.02105263157895
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 05/02/2018,,,,
